ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2003,156.16,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2004,294.22,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2004,197.16,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2005,310.27,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2005,213.88,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2006,327.8,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2006,240.74,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2007,374.1,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2007,315.32,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2008,444.75,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2008,408.9,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2009,464.81,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2009,387.78,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2010,473.66,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2010,368.58,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2011,472.96,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2011,386.99,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2012,484.9,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2012,372.59,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2013,534.96,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2013,425,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2014,592.68,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2014,471.62,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2015,646.54,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2015,432.71,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2016,724.28,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2016,475.97,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2017,779,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2017,530.95,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: 2017 PPP $,2018,813.94,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2018,590.48,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Estonia,Statutory nominal gross monthly minimum wage,EST - ADM - Labour legislation,Currency: U.S. dollars,2019,604.52,Currency: EST - Euro (EUR),Repository: Eurostat | Data reference period: July
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2000,21.3,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2001,20.69,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2002,20.43,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2003,20.35,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2004,20.26,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2005,23.08,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2006,22.99,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2007,35.69,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2008,33.33,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2009,27.17,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: 2017 PPP $,2010,73.46,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2010,22.21,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: 2017 PPP $,2011,75.34,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Ethiopia,Statutory nominal gross monthly minimum wage,ETH - ADM - Labour legislation,Currency: U.S. dollars,2011,24.85,Currency: ETH - Birr (ETB),Repository: Media Reports | Institutional sector coverage: Public sector only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: 2017 PPP $,2009,509.45,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: U.S. dollars,2009,249.22,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: 2017 PPP $,2010,499.38,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: U.S. dollars,2010,254.36,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: 2017 PPP $,2011,527.43,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: U.S. dollars,2011,299.29,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: 2017 PPP $,2012,608.72,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
Fiji,Statutory nominal gross monthly minimum wage,FJI - ADM - Labour legislation,Currency: U.S. dollars,2012,329.07,Currency: FJI - Fijian dollar (FJD),Economic activity coverage: Manufacturing industries only
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,1999,1086.33,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,1999,1118.52,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2000,1157.7,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2000,1000.54,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2001,1236.12,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2001,1009.58,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2002,1274.67,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2002,1091.45,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2003,1292.87,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2003,1374.48,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2004,1363.25,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2004,1599.77,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2005,1310.77,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2005,1515.15,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2006,1351.83,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2006,1574.87,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2007,1381.05,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2007,1754.31,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2008,1427.82,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2008,1942.9,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2009,1474.77,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2009,1865.8,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2010,1496.72,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2010,1781.46,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2011,1546.45,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2011,1900.02,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2012,1608.23,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2012,1831.68,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2013,1660.94,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2013,1899.5,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2014,1681.71,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2014,1920.19,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2015,1671.58,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2015,1617.14,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2016,1731.17,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2016,1623.41,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2017,1756.48,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2017,1672.23,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: 2017 PPP $,2018,1781.36,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2018,1769.62,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
France,Statutory nominal gross monthly minimum wage,FRA - ADM - Labour legislation,Currency: U.S. dollars,2019,1702.97,Currency: FRA - Euro (EUR),Repository: Eurostat | Data reference period: July
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2005,121.3,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2005,83.45,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2006,230.91,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2006,153.13,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2007,226.13,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2007,167.14,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2008,223.06,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2008,179.37,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2009,218.16,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2009,170.11,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2010,409.76,Currency: GAB - Central African CFA franc (XAF),Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2010,303.16,Currency: GAB - Central African CFA franc (XAF),Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2011,417.43,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2011,318.3,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2012,431.87,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2012,293.8,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2013,438.8,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2013,303.71,Currency: GAB - Central African CFA franc (XAF),Repository: Media Reports | Institutional sector coverage: Private sector only
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2015,450.74,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2015,253.72,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2016,464.95,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2016,253.12,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2017,469.98,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2017,258.33,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: 2017 PPP $,2018,459.63,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2018,270.05,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
Gabon,Statutory nominal gross monthly minimum wage,GAB - ADM - Labour legislation,Currency: U.S. dollars,2019,256.01,Currency: GAB - Central African CFA franc (XAF) | Type of minimum wage: Singular national minimum wage,
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,1999,732.46,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,1999,957.84,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2000,761.1,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2000,895.71,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2001,806.33,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2001,878.13,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2002,883.53,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2002,1011.66,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2003,910.14,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2003,1129.85,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2004,1000.27,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2004,1360.36,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2005,1048.62,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2005,1454.55,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2006,1108.38,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2006,1529.02,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2007,1162.73,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2007,1766.81,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2008,1193.27,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2008,1674.74,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2009,1212.89,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2009,1476.82,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2010,1228.39,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2010,1477.18,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: 2017 PPP $,2011,1257.59,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
United Kingdom,Statutory nominal gross monthly minimum wage,GBR - ADM - Labour legislation,Currency: U.S. dollars,2011,1566.95,Currency: GBR - British pound (GBP),Repository: Eurostat | Data reference period: July
