ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2013,17.34,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: 2017 PPP $,2014,46.3,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2014,16.77,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: 2017 PPP $,2015,57.46,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2015,15.05,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: 2017 PPP $,2016,65.58,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2016,15.16,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: 2017 PPP $,2017,61.94,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2017,17.42,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: 2017 PPP $,2018,86.55,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2018,24.14,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Kyrgyzstan,Statutory nominal gross monthly minimum wage,KGZ - ADM - Labour legislation,Currency: U.S. dollars,2019,25.08,Currency: KGZ - Kyrgyzstani som (KGS),Repository: CIS-STAT
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,1997,40,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,1998,40,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,1999,40,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2000,45,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2001,45,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2002,45,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2003,45,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2004,45,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2005,45,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2006,50,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2007,50,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2008,50,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2009,50,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2010,61,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2011,61,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2012,61,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2013,80,Currency: KHM - United States dollar (USD),Repository: Media Reports | Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2015,128,Currency: KHM - United States dollar (USD),Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2016,140,Currency: KHM - United States dollar (USD),Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2017,153,Currency: KHM - United States dollar (USD),Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2018,170,Currency: KHM - United States dollar (USD),Reference group coverage: Garment employees
Cambodia,Statutory nominal gross monthly minimum wage,KHM - ADM - Labour legislation,Currency: U.S. dollars,2019,182,Currency: KHM - United States dollar (USD),Reference group coverage: Garment employees
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,1995,385.78,Currency: KOR - South Korean won (KRW),
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,1995,342.84,Currency: KOR - South Korean won (KRW),
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,1996,402.1,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,1996,358.19,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,1997,422.75,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,1997,332.6,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,1998,425.93,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,1998,239.48,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,1999,432.42,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,1999,289.91,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,2000,438.89,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,2000,319.73,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,2001,499.31,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,2001,326.48,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,2002,544.51,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: U.S. dollars,2002,379.35,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
"Korea, Republic of",Statutory nominal gross monthly minimum wage,KOR - ADM - Labour legislation,Currency: 2017 PPP $,2003,583.58,Currency: KOR - South Korean won (KRW) | Type of minimum wage: Singular national minimum wage,Data reference period: End of the year
